what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393409689806
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393409692397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393409705283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393409708188
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393409708630
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393409711028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393409837339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393409838765
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393409839795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393409849719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393409850493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393409856900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393409857820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410113826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393410116177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410116716
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393410116982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410126276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410126968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410224128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410224862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410225113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410226300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410239461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410248839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410249529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410250275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410251527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410252438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410253164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410256064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410256921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410259762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410260906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410373641
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393410376059
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410377983
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393410379394
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410379617
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410379794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410387417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410473490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410501505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410502050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410608533
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410611961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410612919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410613695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393410617705
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1393410621680
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1393410621732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410631330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410632251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410632901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410634035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410647919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410654095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410659155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410677946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410680736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410691326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410692380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410692622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410693923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410708991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393410715274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410718648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410728083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410739271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410746533
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410756765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410756922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410775590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410781091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410783628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410792142
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393410793492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393410800484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410811906
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393410812426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410814862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410820493
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393410820950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410825272
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410827340
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410827525
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410827693
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410827879
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410828179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410828343
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410828548
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410828696
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393410828864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410829574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393410832008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393410836465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410838517
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393410840192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393410858866
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1393410859920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393410876926
